index,addr_pct_cd,date,law_cat_cd,count,precinct_area,areaName,Borough,areaType,median_rent,Neighborhood,ZIP Codes,danger_ratio
3579,32,2016-07,FELONY,176,East Harlem Central,East Harlem,MANHATTAN,neighborhood,2444.0,East Harlem,"[10029, 10035]",0.2160392798690671
3580,32,2016-07,MISDEMEANOR,336,East Harlem Central,East Harlem,MANHATTAN,neighborhood,2444.0,East Harlem,"[10029, 10035]",0.27495908346972175
3581,32,2016-07,VIOLATION,75,East Harlem Central,East Harlem,MANHATTAN,neighborhood,2444.0,East Harlem,"[10029, 10035]",0.030687397708674305
3582,33,2016-07,FELONY,132,Washington Heights South,Washington Heights,MANHATTAN,neighborhood,2175.0,Inwood and Washington Heights,"[10031, 10032, 10033, 10034, 10040]",0.1820689655172414
3583,33,2016-07,MISDEMEANOR,229,Washington Heights South,Washington Heights,MANHATTAN,neighborhood,2175.0,Inwood and Washington Heights,"[10031, 10032, 10033, 10034, 10040]",0.21057471264367816
3584,33,2016-07,VIOLATION,49,Washington Heights South,Washington Heights,MANHATTAN,neighborhood,2175.0,Inwood and Washington Heights,"[10031, 10032, 10033, 10034, 10040]",0.022528735632183907
3585,34,2016-07,FELONY,183,Washington Heights North,Washington Heights,MANHATTAN,neighborhood,2175.0,Inwood and Washington Heights,"[10031, 10032, 10033, 10034, 10040]",0.2524137931034483
3586,34,2016-07,MISDEMEANOR,241,Washington Heights North,Washington Heights,MANHATTAN,neighborhood,2175.0,Inwood and Washington Heights,"[10031, 10032, 10033, 10034, 10040]",0.22160919540229884
3587,34,2016-07,VIOLATION,65,Washington Heights North,Washington Heights,MANHATTAN,neighborhood,2175.0,Inwood and Washington Heights,"[10031, 10032, 10033, 10034, 10040]",0.029885057471264367
3588,40,2016-07,FELONY,333,South Bronx / Mott Haven,Mott Haven,BRONX,neighborhood,1948.0,Hunts Point and Mott Haven,"[10454, 10455, 10459, 10474]",0.5128336755646817
3589,40,2016-07,MISDEMEANOR,673,South Bronx / Mott Haven,Mott Haven,BRONX,neighborhood,1948.0,Hunts Point and Mott Haven,"[10454, 10455, 10459, 10474]",0.6909650924024641
3590,40,2016-07,VIOLATION,135,South Bronx / Mott Haven,Mott Haven,BRONX,neighborhood,1948.0,Hunts Point and Mott Haven,"[10454, 10455, 10459, 10474]",0.06930184804928131
3591,43,2016-07,FELONY,294,Soundview,Soundview,BRONX,neighborhood,1606.0,Southeast Bronx,"[10461, 10462, 10464, 10465, 10472, 10473]",0.5491905354919053
3592,43,2016-07,MISDEMEANOR,621,Soundview,Soundview,BRONX,neighborhood,1606.0,Southeast Bronx,"[10461, 10462, 10464, 10465, 10472, 10473]",0.7733499377334994
3593,43,2016-07,VIOLATION,159,Soundview,Soundview,BRONX,neighborhood,1606.0,Southeast Bronx,"[10461, 10462, 10464, 10465, 10472, 10473]",0.09900373599003735
3594,44,2016-07,FELONY,288,Highbridge / Grand Concourse,Highbridge,BRONX,neighborhood,1700.0,High Bridge and Morrisania,"[10451, 10452, 10456]",0.508235294117647
3595,44,2016-07,MISDEMEANOR,612,Highbridge / Grand Concourse,Highbridge,BRONX,neighborhood,1700.0,High Bridge and Morrisania,"[10451, 10452, 10456]",0.72
3596,44,2016-07,VIOLATION,139,Highbridge / Grand Concourse,Highbridge,BRONX,neighborhood,1700.0,High Bridge and Morrisania,"[10451, 10452, 10456]",0.08176470588235295
3597,46,2016-07,FELONY,260,University Heights / Fordham,University Heights,BRONX,neighborhood,1562.0,High Bridge and Morrisania,"[10451, 10452, 10456]",0.499359795134443
3598,46,2016-07,MISDEMEANOR,411,University Heights / Fordham,University Heights,BRONX,neighborhood,1562.0,High Bridge and Morrisania,"[10451, 10452, 10456]",0.5262483994878361
3599,46,2016-07,VIOLATION,142,University Heights / Fordham,University Heights,BRONX,neighborhood,1562.0,High Bridge and Morrisania,"[10451, 10452, 10456]",0.09090909090909091
3600,47,2016-07,FELONY,239,Woodlawn / Wakefield,Wakefield,BRONX,neighborhood,1450.0,Northeast Bronx,"[10466, 10469, 10470, 10475]",0.49448275862068963
3601,47,2016-07,MISDEMEANOR,487,Woodlawn / Wakefield,Wakefield,BRONX,neighborhood,1450.0,Northeast Bronx,"[10466, 10469, 10470, 10475]",0.6717241379310345
3602,47,2016-07,VIOLATION,153,Woodlawn / Wakefield,Wakefield,BRONX,neighborhood,1450.0,Northeast Bronx,"[10466, 10469, 10470, 10475]",0.10551724137931034
3603,48,2016-07,FELONY,193,Belmont / Tremont,Belmont,BRONX,neighborhood,1625.0,Bronx Park and Fordham,"[10458, 10467, 10468]",0.3563076923076923
3604,48,2016-07,MISDEMEANOR,381,Belmont / Tremont,Belmont,BRONX,neighborhood,1625.0,Bronx Park and Fordham,"[10458, 10467, 10468]",0.46892307692307694
3605,48,2016-07,VIOLATION,94,Belmont / Tremont,Belmont,BRONX,neighborhood,1625.0,Bronx Park and Fordham,"[10458, 10467, 10468]",0.057846153846153846
3606,50,2016-07,FELONY,102,Riverdale / Kingsbridge,Riverdale,BRONX,neighborhood,2200.0,Kingsbridge and Riverdale,"[10463, 10471]",0.1390909090909091
3607,50,2016-07,MISDEMEANOR,202,Riverdale / Kingsbridge,Riverdale,BRONX,neighborhood,2200.0,Kingsbridge and Riverdale,"[10463, 10471]",0.18363636363636363
3608,50,2016-07,VIOLATION,46,Riverdale / Kingsbridge,Riverdale,BRONX,neighborhood,2200.0,Kingsbridge and Riverdale,"[10463, 10471]",0.02090909090909091
3609,52,2016-07,FELONY,248,Norwood / Bedford Park,Bedford Park,BRONX,neighborhood,1471.0,Bronx Park and Fordham,"[10458, 10467, 10468]",0.5057783820530252
3610,52,2016-07,MISDEMEANOR,457,Norwood / Bedford Park,Bedford Park,BRONX,neighborhood,1471.0,Bronx Park and Fordham,"[10458, 10467, 10468]",0.6213460231135283
3611,52,2016-07,VIOLATION,85,Norwood / Bedford Park,Bedford Park,BRONX,neighborhood,1471.0,Bronx Park and Fordham,"[10458, 10467, 10468]",0.05778382053025153
3612,60,2016-07,FELONY,153,Coney Island / Brighton Beach,Coney Island,BROOKLYN,neighborhood,2131.0,Southern Brooklyn,"[11223, 11224, 11229, 11235]",0.21539183481933363
3613,60,2016-07,MISDEMEANOR,358,Coney Island / Brighton Beach,Coney Island,BROOKLYN,neighborhood,2131.0,Southern Brooklyn,"[11223, 11224, 11229, 11235]",0.33599249178789303
3614,60,2016-07,VIOLATION,99,Coney Island / Brighton Beach,Coney Island,BROOKLYN,neighborhood,2131.0,Southern Brooklyn,"[11223, 11224, 11229, 11235]",0.04645706241201314
3615,61,2016-07,FELONY,144,Sheepshead Bay / Madison,Sheepshead Bay,BROOKLYN,neighborhood,1800.0,Southern Brooklyn,"[11223, 11224, 11229, 11235]",0.24
3616,61,2016-07,MISDEMEANOR,263,Sheepshead Bay / Madison,Sheepshead Bay,BROOKLYN,neighborhood,1800.0,Southern Brooklyn,"[11223, 11224, 11229, 11235]",0.2922222222222222
3617,61,2016-07,VIOLATION,82,Sheepshead Bay / Madison,Sheepshead Bay,BROOKLYN,neighborhood,1800.0,Southern Brooklyn,"[11223, 11224, 11229, 11235]",0.04555555555555556
3618,62,2016-07,FELONY,144,Bensonhurst,Bensonhurst,BROOKLYN,neighborhood,1800.0,Borough Park,"[11204, 11218, 11219, 11230]",0.24
3619,62,2016-07,MISDEMEANOR,239,Bensonhurst,Bensonhurst,BROOKLYN,neighborhood,1800.0,Borough Park,"[11204, 11218, 11219, 11230]",0.26555555555555554
3620,62,2016-07,VIOLATION,56,Bensonhurst,Bensonhurst,BROOKLYN,neighborhood,1800.0,Borough Park,"[11204, 11218, 11219, 11230]",0.03111111111111111
3621,66,2016-07,FELONY,120,Borough Park,Borough Park,BROOKLYN,neighborhood,1900.0,Borough Park,"[11204, 11218, 11219, 11230]",0.18947368421052632
3622,66,2016-07,MISDEMEANOR,195,Borough Park,Borough Park,BROOKLYN,neighborhood,1900.0,Borough Park,"[11204, 11218, 11219, 11230]",0.20526315789473684
3623,66,2016-07,VIOLATION,53,Borough Park,Borough Park,BROOKLYN,neighborhood,1900.0,Borough Park,"[11204, 11218, 11219, 11230]",0.027894736842105264
3624,67,2016-07,FELONY,293,East Flatbush,East Flatbush,BROOKLYN,neighborhood,1850.0,Flatbush,"[11203, 11210, 11225, 11226]",0.4751351351351351
3625,67,2016-07,MISDEMEANOR,408,East Flatbush,East Flatbush,BROOKLYN,neighborhood,1850.0,Flatbush,"[11203, 11210, 11225, 11226]",0.4410810810810811
3626,67,2016-07,VIOLATION,150,East Flatbush,East Flatbush,BROOKLYN,neighborhood,1850.0,Flatbush,"[11203, 11210, 11225, 11226]",0.08108108108108109
3627,68,2016-07,FELONY,118,Bay Ridge / Dyker Heights,Bay Ridge,BROOKLYN,neighborhood,2000.0,Southwest Brooklyn,"[11209, 11214, 11228]",0.177
3628,68,2016-07,MISDEMEANOR,222,Bay Ridge / Dyker Heights,Bay Ridge,BROOKLYN,neighborhood,2000.0,Southwest Brooklyn,"[11209, 11214, 11228]",0.222
3629,68,2016-07,VIOLATION,60,Bay Ridge / Dyker Heights,Bay Ridge,BROOKLYN,neighborhood,2000.0,Southwest Brooklyn,"[11209, 11214, 11228]",0.03
3630,69,2016-07,FELONY,115,Canarsie,Canarsie,BROOKLYN,neighborhood,1813.0,Canarsie and Flatlands,"[11234, 11236, 11239]",0.190292333149476
3631,69,2016-07,MISDEMEANOR,188,Canarsie,Canarsie,BROOKLYN,neighborhood,1813.0,Canarsie and Flatlands,"[11234, 11236, 11239]",0.20739106453392167
3632,69,2016-07,VIOLATION,65,Canarsie,Canarsie,BROOKLYN,neighborhood,1813.0,Canarsie and Flatlands,"[11234, 11236, 11239]",0.035852178709321565
3633,70,2016-07,FELONY,197,Flatbush / Ditmas Park,Flatbush,BROOKLYN,neighborhood,1900.0,Flatbush,"[11203, 11210, 11225, 11226]",0.31105263157894736
3634,70,2016-07,MISDEMEANOR,328,Flatbush / Ditmas Park,Flatbush,BROOKLYN,neighborhood,1900.0,Flatbush,"[11203, 11210, 11225, 11226]",0.3452631578947368
3635,70,2016-07,VIOLATION,106,Flatbush / Ditmas Park,Flatbush,BROOKLYN,neighborhood,1900.0,Flatbush,"[11203, 11210, 11225, 11226]",0.05578947368421053
3636,71,2016-07,FELONY,190,Crown Heights North,Crown Heights,BROOKLYN,neighborhood,2491.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.22882376555600162
3637,71,2016-07,MISDEMEANOR,301,Crown Heights North,Crown Heights,BROOKLYN,neighborhood,2491.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.24167001204335609
3638,71,2016-07,VIOLATION,87,Crown Heights North,Crown Heights,BROOKLYN,neighborhood,2491.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.03492573263749498
3639,72,2016-07,FELONY,151,Sunset Park / Windsor Terrace,Windsor Terrace,BROOKLYN,neighborhood,2400.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.18875
3640,72,2016-07,MISDEMEANOR,223,Sunset Park / Windsor Terrace,Windsor Terrace,BROOKLYN,neighborhood,2400.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.18583333333333332
3641,72,2016-07,VIOLATION,51,Sunset Park / Windsor Terrace,Windsor Terrace,BROOKLYN,neighborhood,2400.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.02125
3642,73,2016-07,FELONY,321,Brownsville,Brownsville,BROOKLYN,neighborhood,1650.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.5836363636363636
3643,73,2016-07,MISDEMEANOR,432,Brownsville,Brownsville,BROOKLYN,neighborhood,1650.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.5236363636363637
3644,73,2016-07,VIOLATION,115,Brownsville,Brownsville,BROOKLYN,neighborhood,1650.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.0696969696969697
3645,75,2016-07,FELONY,509,East New York,East New York,BROOKLYN,neighborhood,2100.0,East New York and New Lots,"[11207, 11208]",0.7271428571428571
3646,75,2016-07,MISDEMEANOR,648,East New York,East New York,BROOKLYN,neighborhood,2100.0,East New York and New Lots,"[11207, 11208]",0.6171428571428571
3647,75,2016-07,VIOLATION,205,East New York,East New York,BROOKLYN,neighborhood,2100.0,East New York and New Lots,"[11207, 11208]",0.09761904761904762
3648,76,2016-07,FELONY,68,Red Hook / Carroll Gardens,Carroll Gardens,BROOKLYN,neighborhood,3200.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.06375
3649,76,2016-07,MISDEMEANOR,127,Red Hook / Carroll Gardens,Carroll Gardens,BROOKLYN,neighborhood,3200.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.079375
3650,76,2016-07,VIOLATION,19,Red Hook / Carroll Gardens,Carroll Gardens,BROOKLYN,neighborhood,3200.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.0059375
3651,77,2016-07,FELONY,180,Crown Heights South,Crown Heights,BROOKLYN,neighborhood,2491.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.2167804094741068
3652,77,2016-07,MISDEMEANOR,282,Crown Heights South,Crown Heights,BROOKLYN,neighborhood,2491.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.22641509433962265
3653,77,2016-07,VIOLATION,94,Crown Heights South,Crown Heights,BROOKLYN,neighborhood,2491.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.03773584905660377
3654,78,2016-07,FELONY,126,Park Slope,Park Slope,BROOKLYN,neighborhood,2900.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.13034482758620689
3655,78,2016-07,MISDEMEANOR,190,Park Slope,Park Slope,BROOKLYN,neighborhood,2900.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.1310344827586207
3656,78,2016-07,VIOLATION,41,Park Slope,Park Slope,BROOKLYN,neighborhood,2900.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.014137931034482758
3657,79,2016-07,FELONY,229,Bedford-Stuyvesant North,Bedford-Stuyvesant,BROOKLYN,neighborhood,2497.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.2751301561874249
3658,79,2016-07,MISDEMEANOR,323,Bedford-Stuyvesant North,Bedford-Stuyvesant,BROOKLYN,neighborhood,2497.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.25871045254305164
3659,79,2016-07,VIOLATION,76,Bedford-Stuyvesant North,Bedford-Stuyvesant,BROOKLYN,neighborhood,2497.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.030436523828594315
3660,81,2016-07,FELONY,177,Bedford-Stuyvesant Central,Bedford-Stuyvesant,BROOKLYN,neighborhood,2497.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.21265518622346816
3661,81,2016-07,MISDEMEANOR,273,Bedford-Stuyvesant Central,Bedford-Stuyvesant,BROOKLYN,neighborhood,2497.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.21866239487384861
3662,81,2016-07,VIOLATION,80,Bedford-Stuyvesant Central,Bedford-Stuyvesant,BROOKLYN,neighborhood,2497.0,Central Brooklyn,"[11212, 11213, 11216, 11233, 11238]",0.032038446135362435
3663,83,2016-07,FELONY,215,Bushwick,Bushwick,BROOKLYN,neighborhood,2600.0,Bushwick and Williamsburg,"[11206, 11221, 11237]",0.24807692307692308
3664,83,2016-07,MISDEMEANOR,289,Bushwick,Bushwick,BROOKLYN,neighborhood,2600.0,Bushwick and Williamsburg,"[11206, 11221, 11237]",0.22230769230769232
3665,83,2016-07,VIOLATION,90,Bushwick,Bushwick,BROOKLYN,neighborhood,2600.0,Bushwick and Williamsburg,"[11206, 11221, 11237]",0.03461538461538462
3666,84,2016-07,FELONY,120,Brooklyn Heights / Downtown Brooklyn,Downtown Brooklyn,BROOKLYN,neighborhood,3177.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.11331444759206799
3667,84,2016-07,MISDEMEANOR,270,Brooklyn Heights / Downtown Brooklyn,Downtown Brooklyn,BROOKLYN,neighborhood,3177.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.16997167138810199
3668,84,2016-07,VIOLATION,67,Brooklyn Heights / Downtown Brooklyn,Downtown Brooklyn,BROOKLYN,neighborhood,3177.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.021089077746301543
3669,88,2016-07,FELONY,112,Fort Greene / Clinton Hill,Fort Greene,BROOKLYN,neighborhood,2900.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.11586206896551725
3670,88,2016-07,MISDEMEANOR,178,Fort Greene / Clinton Hill,Fort Greene,BROOKLYN,neighborhood,2900.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.12275862068965518
3671,88,2016-07,VIOLATION,40,Fort Greene / Clinton Hill,Fort Greene,BROOKLYN,neighborhood,2900.0,Northwest Brooklyn,"[11201, 11205, 11215, 11217, 11231]",0.013793103448275862
3672,90,2016-07,FELONY,179,Williamsburg South,Williamsburg,BROOKLYN,neighborhood,3195.0,Bushwick and Williamsburg,"[11206, 11221, 11237]",0.168075117370892
3673,90,2016-07,MISDEMEANOR,320,Williamsburg South,Williamsburg,BROOKLYN,neighborhood,3195.0,Bushwick and Williamsburg,"[11206, 11221, 11237]",0.20031298904538342
3674,90,2016-07,VIOLATION,64,Williamsburg South,Williamsburg,BROOKLYN,neighborhood,3195.0,Bushwick and Williamsburg,"[11206, 11221, 11237]",0.02003129890453834
3675,94,2016-07,FELONY,117,Greenpoint,Greenpoint,BROOKLYN,neighborhood,2850.0,Greenpoint,"[11211, 11222]",0.1231578947368421
3676,94,2016-07,MISDEMEANOR,149,Greenpoint,Greenpoint,BROOKLYN,neighborhood,2850.0,Greenpoint,"[11211, 11222]",0.10456140350877192
3677,94,2016-07,VIOLATION,19,Greenpoint,Greenpoint,BROOKLYN,neighborhood,2850.0,Greenpoint,"[11211, 11222]",0.006666666666666667
3678,100,2016-07,FELONY,143,Rockaway Beach,Rockaway All,QUEENS,neighborhood,1850.0,Rockaways,"[11691, 11692, 11693, 11694, 11695, 11697]",0.23189189189189188
3679,100,2016-07,MISDEMEANOR,147,Rockaway Beach,Rockaway All,QUEENS,neighborhood,1850.0,Rockaways,"[11691, 11692, 11693, 11694, 11695, 11697]",0.1589189189189189
3680,100,2016-07,VIOLATION,60,Rockaway Beach,Rockaway All,QUEENS,neighborhood,1850.0,Rockaways,"[11691, 11692, 11693, 11694, 11695, 11697]",0.032432432432432434
3681,101,2016-07,FELONY,146,Far Rockaway,Rockaway All,QUEENS,neighborhood,1850.0,Rockaways,"[11691, 11692, 11693, 11694, 11695, 11697]",0.23675675675675675
3682,101,2016-07,MISDEMEANOR,202,Far Rockaway,Rockaway All,QUEENS,neighborhood,1850.0,Rockaways,"[11691, 11692, 11693, 11694, 11695, 11697]",0.21837837837837837
3683,101,2016-07,VIOLATION,82,Far Rockaway,Rockaway All,QUEENS,neighborhood,1850.0,Rockaways,"[11691, 11692, 11693, 11694, 11695, 11697]",0.04432432432432432
3684,104,2016-07,FELONY,149,Ridgewood / Glendale,Ridgewood,QUEENS,neighborhood,2500.0,West Central Queens,"[11374, 11375, 11379, 11385]",0.1788
3685,104,2016-07,MISDEMEANOR,258,Ridgewood / Glendale,Ridgewood,QUEENS,neighborhood,2500.0,West Central Queens,"[11374, 11375, 11379, 11385]",0.2064
3686,104,2016-07,VIOLATION,80,Ridgewood / Glendale,Ridgewood,QUEENS,neighborhood,2500.0,West Central Queens,"[11374, 11375, 11379, 11385]",0.032
3687,108,2016-07,FELONY,131,Long Island City,Long Island City,QUEENS,neighborhood,3150.0,Northwest Queens,"[11101, 11102, 11103, 11104, 11105, 11106]",0.12476190476190477
3688,108,2016-07,MISDEMEANOR,208,Long Island City,Long Island City,QUEENS,neighborhood,3150.0,Northwest Queens,"[11101, 11102, 11103, 11104, 11105, 11106]",0.13206349206349208
3689,108,2016-07,VIOLATION,65,Long Island City,Long Island City,QUEENS,neighborhood,3150.0,Northwest Queens,"[11101, 11102, 11103, 11104, 11105, 11106]",0.020634920634920634
3690,109,2016-07,FELONY,214,Flushing,Flushing,QUEENS,neighborhood,1825.0,North Queens,"[11354, 11355, 11356, 11357, 11358, 11359, 11360]",0.35178082191780824
3691,109,2016-07,MISDEMEANOR,354,Flushing,Flushing,QUEENS,neighborhood,1825.0,North Queens,"[11354, 11355, 11356, 11357, 11358, 11359, 11360]",0.38794520547945205
3692,109,2016-07,VIOLATION,165,Flushing,Flushing,QUEENS,neighborhood,1825.0,North Queens,"[11354, 11355, 11356, 11357, 11358, 11359, 11360]",0.09041095890410959
3693,110,2016-07,FELONY,187,Elmhurst / Corona,Elmhurst,QUEENS,neighborhood,1888.0,West Queens,"[11368, 11369, 11370, 11372, 11373, 11377, 11378]",0.2971398305084746
3694,110,2016-07,MISDEMEANOR,306,Elmhurst / Corona,Elmhurst,QUEENS,neighborhood,1888.0,West Queens,"[11368, 11369, 11370, 11372, 11373, 11377, 11378]",0.3241525423728814
3695,110,2016-07,VIOLATION,56,Elmhurst / Corona,Elmhurst,QUEENS,neighborhood,1888.0,West Queens,"[11368, 11369, 11370, 11372, 11373, 11377, 11378]",0.029661016949152543
3696,111,2016-07,FELONY,78,Bayside,Bayside,QUEENS,neighborhood,2375.0,Northeast Queens,"[11361, 11362, 11363, 11364]",0.09852631578947368
3697,111,2016-07,MISDEMEANOR,92,Bayside,Bayside,QUEENS,neighborhood,2375.0,Northeast Queens,"[11361, 11362, 11363, 11364]",0.07747368421052632
3698,111,2016-07,VIOLATION,42,Bayside,Bayside,QUEENS,neighborhood,2375.0,Northeast Queens,"[11361, 11362, 11363, 11364]",0.01768421052631579
3699,112,2016-07,FELONY,76,Forest Hills / Rego Park,Forest Hills,QUEENS,neighborhood,2200.0,West Central Queens,"[11374, 11375, 11379, 11385]",0.10363636363636364
3700,112,2016-07,MISDEMEANOR,137,Forest Hills / Rego Park,Forest Hills,QUEENS,neighborhood,2200.0,West Central Queens,"[11374, 11375, 11379, 11385]",0.12454545454545454
3701,112,2016-07,VIOLATION,41,Forest Hills / Rego Park,Forest Hills,QUEENS,neighborhood,2200.0,West Central Queens,"[11374, 11375, 11379, 11385]",0.018636363636363635
3702,114,2016-07,FELONY,248,Astoria,Astoria,QUEENS,neighborhood,2300.0,Northwest Queens,"[11101, 11102, 11103, 11104, 11105, 11106]",0.3234782608695652
3703,114,2016-07,MISDEMEANOR,480,Astoria,Astoria,QUEENS,neighborhood,2300.0,Northwest Queens,"[11101, 11102, 11103, 11104, 11105, 11106]",0.41739130434782606
3704,114,2016-07,VIOLATION,99,Astoria,Astoria,QUEENS,neighborhood,2300.0,Northwest Queens,"[11101, 11102, 11103, 11104, 11105, 11106]",0.043043478260869565
3705,115,2016-07,FELONY,232,Jackson Heights / East Elmhurst,Jackson Heights,QUEENS,neighborhood,1863.0,West Queens,"[11368, 11369, 11370, 11372, 11373, 11377, 11378]",0.37359098228663445
3706,115,2016-07,MISDEMEANOR,385,Jackson Heights / East Elmhurst,Jackson Heights,QUEENS,neighborhood,1863.0,West Queens,"[11368, 11369, 11370, 11372, 11373, 11377, 11378]",0.4133118625872249
3707,115,2016-07,VIOLATION,92,Jackson Heights / East Elmhurst,Jackson Heights,QUEENS,neighborhood,1863.0,West Queens,"[11368, 11369, 11370, 11372, 11373, 11377, 11378]",0.04938271604938271
3720,1,2016-08,FELONY,157,Financial District / Tribeca,All Downtown,MANHATTAN,submarket,3795.0,Lower Manhattan,"[10004, 10005, 10006, 10007, 10038, 10280]",0.1241106719367589
3721,1,2016-08,MISDEMEANOR,366,Financial District / Tribeca,All Downtown,MANHATTAN,submarket,3795.0,Lower Manhattan,"[10004, 10005, 10006, 10007, 10038, 10280]",0.19288537549407114
3722,1,2016-08,VIOLATION,64,Financial District / Tribeca,All Downtown,MANHATTAN,submarket,3795.0,Lower Manhattan,"[10004, 10005, 10006, 10007, 10038, 10280]",0.01686429512516469
3723,6,2016-08,FELONY,159,Greenwich Village / West Village,West Village,MANHATTAN,neighborhood,3895.0,Greenwich Village and Soho,"[10012, 10013, 10014]",0.12246469833119383
3724,6,2016-08,MISDEMEANOR,234,Greenwich Village / West Village,West Village,MANHATTAN,neighborhood,3895.0,Greenwich Village and Soho,"[10012, 10013, 10014]",0.12015404364569962
3725,6,2016-08,VIOLATION,39,Greenwich Village / West Village,West Village,MANHATTAN,neighborhood,3895.0,Greenwich Village and Soho,"[10012, 10013, 10014]",0.010012836970474968
3726,9,2016-08,FELONY,179,East Village / Alphabet City,East Village,MANHATTAN,neighborhood,3200.0,Lower East Side,"[10002, 10003, 10009]",0.1678125
3727,9,2016-08,MISDEMEANOR,281,East Village / Alphabet City,East Village,MANHATTAN,neighborhood,3200.0,Lower East Side,"[10002, 10003, 10009]",0.175625
3728,9,2016-08,VIOLATION,48,East Village / Alphabet City,East Village,MANHATTAN,neighborhood,3200.0,Lower East Side,"[10002, 10003, 10009]",0.015
3729,10,2016-08,FELONY,108,Chelsea / Hudson Yards,Chelsea,MANHATTAN,neighborhood,3995.0,Chelsea and Clinton,"[10001, 10011, 10018, 10019, 10020, 10036]",0.08110137672090113
3730,10,2016-08,MISDEMEANOR,190,Chelsea / Hudson Yards,Chelsea,MANHATTAN,neighborhood,3995.0,Chelsea and Clinton,"[10001, 10011, 10018, 10019, 10020, 10036]",0.0951188986232791
3731,10,2016-08,VIOLATION,47,Chelsea / Hudson Yards,Chelsea,MANHATTAN,neighborhood,3995.0,Chelsea and Clinton,"[10001, 10011, 10018, 10019, 10020, 10036]",0.011764705882352941
3732,13,2016-08,FELONY,207,Flatiron / Midtown South,Flatiron,MANHATTAN,neighborhood,4825.0,Gramercy Park and Murray Hill,"[10010, 10016, 10017, 10022]",0.12870466321243523
3733,13,2016-08,MISDEMEANOR,319,Flatiron / Midtown South,Flatiron,MANHATTAN,neighborhood,4825.0,Gramercy Park and Murray Hill,"[10010, 10016, 10017, 10022]",0.1322279792746114
3734,13,2016-08,VIOLATION,61,Flatiron / Midtown South,Flatiron,MANHATTAN,neighborhood,4825.0,Gramercy Park and Murray Hill,"[10010, 10016, 10017, 10022]",0.012642487046632124
3735,17,2016-08,FELONY,110,Midtown East,Midtown East,MANHATTAN,neighborhood,3400.0,Gramercy Park and Murray Hill,"[10010, 10016, 10017, 10022]",0.09705882352941177
3736,17,2016-08,MISDEMEANOR,151,Midtown East,Midtown East,MANHATTAN,neighborhood,3400.0,Gramercy Park and Murray Hill,"[10010, 10016, 10017, 10022]",0.0888235294117647
3737,17,2016-08,VIOLATION,40,Midtown East,Midtown East,MANHATTAN,neighborhood,3400.0,Gramercy Park and Murray Hill,"[10010, 10016, 10017, 10022]",0.011764705882352941
3738,19,2016-08,FELONY,248,Upper East Side,Upper East Side,MANHATTAN,neighborhood,2906.0,Upper East Side,"[10021, 10028, 10044, 10065, 10075, 10128]",0.25602202339986235
3739,19,2016-08,MISDEMEANOR,273,Upper East Side,Upper East Side,MANHATTAN,neighborhood,2906.0,Upper East Side,"[10021, 10028, 10044, 10065, 10075, 10128]",0.18788713007570543
3740,19,2016-08,VIOLATION,58,Upper East Side,Upper East Side,MANHATTAN,neighborhood,2906.0,Upper East Side,"[10021, 10028, 10044, 10065, 10075, 10128]",0.01995870612525809
3741,20,2016-08,FELONY,91,Upper West Side,Upper West Side,MANHATTAN,neighborhood,3400.0,Upper West Side,"[10023, 10024, 10025]",0.08029411764705882
